,title,originallink,link,description,pubDate
78,무면허 렌터카 운전한 10대…논두렁에 차량 박혀 '검거',https://www.hankyung.com/society/article/2021021004347,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004498033,충남 공주경찰서는 렌터카로 무면허 운전을 하다 사고를 낸 혐의(교통사고 처리 특례법 위반 등)로 A군(15)을 불구속 입건해 조사하고 있다고 10일 밝혔다. 경찰에 따르면 A군은 지난 8일 세종시에서 자신의 가족 명의... ,"Wed, 10 Feb 2021 20:24:00 +0900"
79,"렌터카 교통사고, 무면허·음주운전 위험",http://www.datasom.co.kr/news/articleView.html?idxno=109797,http://www.datasom.co.kr/news/articleView.html?idxno=109797,"그러나 세부항목별로 살펴보면, 최근 5년간 무면허 운전으로 인한 렌터카 교통사고는 연평균 321건이 발생하고, 매년 8.2% 증가하고 있다. 특히, 이 중 10대 무면허 운전으로 인한 렌터카 교통사고는 전체의 37.3%를... ","Fri, 06 Nov 2020 09:59:00 +0900"
80,"한국교통안전공단, '렌터카 교통사고' 무면허‧음주운전 위험!",http://www.thedrive.co.kr/news/newsview.php?ncode=1065574556055377,http://www.thedrive.co.kr/news/newsview.php?ncode=1065574556055377,"한국교통안전공단(이사장 권병윤)은 최근 5년간(`15~`19) 렌터카 교통사고 통계를 분석한 결과, “렌터카 교통사고는 무면허와 음주운전 비율이 높아 취약한 것으로 분석됐다.”고 밝혔다. 한국교통안전공단... ","Fri, 06 Nov 2020 10:02:00 +0900"
81,"운전 자격 미확인 업체, 과태료 10배 상향…'무면허 렌터카 사망사고' 국민...",https://news.sbs.co.kr/news/endPage.do?news_id=N1006089384&plink=ORI&cooper=NAVER,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=055&aid=0000856682,"손명수 국토부 2차관은 국민청원 답변을 통해 렌터카 업체에서 대여자의 운전 자격을 확인하도록 하고 있고 면허가 없는 경우 대여를 금지하고 있지만, 무면허 렌터카 교통사고가 2018년 366건, 2019년 375건으로 이어져... ","Tue, 24 Nov 2020 16:22:00 +0900"
82,화순 무면허 렌터카 사고 국민청원 답변…“면허 미확인 업체 과태료 10배↑”,http://news.kbs.co.kr/news/view.do?ncd=5055429&amp;ref=A,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=056&aid=0010939955,국토부는 10월 전남에서 일어난 10대 무면허 운전 사망사고와 관련해 해당 유족이 올린 국민청원 게시물이 25만 명의 동의를 받자 이 같은 답변을 오늘(24일) 내놨습니다. 국토부는 우선 렌터카 업체가 운전자격을 제대로... ,"Tue, 24 Nov 2020 16:34:00 +0900"
83,렌터카 무면허 교통사고 중 10대 37% [이슈포커스],http://goodnews1.com/news/news_view.asp?seq=104474,http://goodnews1.com/news/news_view.asp?seq=104474,연도별 렌터카 무면허 교통사고는 매년 8.2%씩 증가하고 있습니다. 이 중 10대 무면허 운전으로 인한 렌터카 교통사고는 2015년부터 2019년 5년 동안 총 598건으로 이 기간 전체 렌터카 무면허 교통사고의 37.3%를... ,"Thu, 05 Nov 2020 10:21:00 +0900"
84,"교통안전공단 렌터카 교통사고, 사망자 수는 감소...무면허 운전은 증가",http://www.g-enews.com/ko-kr/news/article/news_all/202011051818594629620e02e8e3_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/202011051818594629620e02e8e3_1/article.html,"그러나 세부항목별로 살펴보면, 최근 5년간 렌터카 교통사고 중 무면허 운전 사고는 연평균 321건 발생, 매년 8.2%씩 증가하고 있다. 특히, 이 중 만 18세 이하 미성년자의 무면허 운전으로 인한 렌터카 교통사고는 전체의... ","Thu, 05 Nov 2020 18:26:00 +0900"
85,"교통안전공단 렌터카 교통사고, 무면허‧음주운전 비율 높아 취약",http://www.cstimes.com/news/articleView.html?idxno=437400,http://www.cstimes.com/news/articleView.html?idxno=437400,최근 5년간 렌터카 무면허 교통사고 발생 현황  한국교통안전공단(이사장 권병윤)은 최근 5년간(2015~2019년) 렌터카 교통사고 통계를 분석한 결과 렌터카 교통사고는 무면허와 음주운전 비율이 높아 취약한 것으로... ,"Thu, 05 Nov 2020 00:36:00 +0900"
86,렌터카 무면허 교통사고 매년 증가…10대 무면허 운전이 37%,http://yna.kr/AKR20201104035800530?did=1195m,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=001&aid=0011990866,"한국교통안전공단, 렌터카 교통사고 분석 무면허 운전으로 인한 렌터카 교통사고가 해마다 늘고 있으며, 전체 렌터카 무면허 교통사고 10건 중 3∼4건은 10대의 무면허 운전으로 인한 것으로 나타났다. 4일... ","Wed, 04 Nov 2020 09:07:00 +0900"
87,렌터카 무면허 교통사고 매년 증가…10대 무면허 운전이 37%,http://www.getnews.co.kr/view.php?ud=2020110409115251722fe691f917_16,http://www.getnews.co.kr/view.php?ud=2020110409115251722fe691f917_16,"무면허 운전으로 인한 렌터카 교통사고가 해마다 늘고 있으며, 전체 렌터카 무면허 교통사고 10건 중 3∼4건은 10대의 무면허 운전으로 인한 것으로 나타났다. 4일 한국교통안전공단에 따르면 지난해 렌터카... ","Wed, 04 Nov 2020 09:15:00 +0900"
88,10대 무면허 운전 37%...렌터카 무면허 교통사고 폭증세,https://www.youthdaily.co.kr/news/article.html?no=52059,https://www.youthdaily.co.kr/news/article.html?no=52059,"연도별 렌터카 무면허 교통사고는 2015년 274건, 2016년 237건, 2017년 353건, 2018년 366건, 지난해 375건을 기록했다. 연평균 321건이 발생했으며 매년 8.2%씩 증가한 셈이다. 특히 10대 무면허 운전으로 인한 렌터카... ","Wed, 04 Nov 2020 09:24:00 +0900"
89,렌터카 무면허 교통사고 증가…10건 중 3.7건 10대 운전,http://sports.chosun.com/news/ntype.htm?id=202011050100036040002242&servicedate=20201104,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=076&aid=0003653047,"연도별 렌터카 무면허 교통사고는 2015년 274건, 2016년 237건, 2017년 353건, 2018년 366건, 지난해 375건을 기록했다. 연평균 321건이 발생했으며 매년 8.2% 상승한 셈이다. 특히 10대 무면허 운전으로 인한 렌터카... ","Wed, 04 Nov 2020 15:19:00 +0900"
90,렌터카 무면허 교통사고 매년 증가…10건 중 4건은 10대 운전자,http://www.segye.com/content/html/2020/11/04/20201104516366.html?OutUrl=naver,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=022&aid=0003519820,"렌터카 무면허 교통사고 10건 중 4건은 10대 운전자에 의한 사고였다. 4일 한국교통안전공단이 최근 5년간 렌터카 교통사고 통계를 분석한 결과, 렌터카로 인한 교통사고 사망자 수는 2015년 119명에서 2019년... ","Wed, 04 Nov 2020 14:59:00 +0900"
91,"렌터카 교통사고, 무면허·음주운전 취약",http://www.lawissue.co.kr/view.php?ud=20201104124653336967191f6c6e_12,http://www.lawissue.co.kr/view.php?ud=20201104124653336967191f6c6e_12,"그러나 세부항목별로 살펴보면 무면허 운전으로 인한 렌터카 교통사고는 연평균 321건이 발생하고, 매년 8.2% 증가하고 있다. 특히 이 중 10대 무면허 운전으로 인한 렌터카 교통사고는 전체의 37.3%를 차지하고, 그... ","Wed, 04 Nov 2020 12:49:00 +0900"
92,렌터카 '무면허' 교통사고 매년 증가… 10대 비중 37.3%,http://news.kbiz.or.kr/news/articleView.html?idxno=74303,http://news.kbiz.or.kr/news/articleView.html?idxno=74303,"한국교통안전공단은 최근 5년간(`15~`19) 렌터카 교통사고 통계를 분석한 결과, 렌터카 교통사고는 무면허와 음주운전 비율이 높아 취약한 것으로 분석됐다.고 4일 밝혔다. 한국교통안전공단 분석결과에 따르면, 최근... ","Wed, 04 Nov 2020 09:46:00 +0900"
93,렌터카 무면허 교통사고 매년 증가…10대 무면허 운전이 37%,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004163206,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004163206,"한국교통안전공단이 오늘(4일) 발표한 자료에 따르면 지난 5년간 렌터카 무면허 교통사고는 연평균 321건 발생했고, 매년 8.2%씩 증가했습니다. 특히 이 중 10대 무면허 운전으로 인한 렌터카 교통사고는 5년간 총... ","Wed, 04 Nov 2020 09:44:00 +0900"
94,"교통안전공단, 렌터카 무면허 교통사고 증가··· 10대 운전 37%",http://www.siminilbo.co.kr/news/newsview.php?ncode=1065593722185101,http://www.siminilbo.co.kr/news/newsview.php?ncode=1065593722185101,또한 연도별 렌터카 무면허 교통사고는 ▲2015년 274건 ▲2016년 237건 ▲2017년 353건 ▲2018년 366건 ▲2019년 375건을 기록했다. 연평균 321건이 발생했으며 매년 8.2%씩 증가한 셈이다. 특히 10대 무면허 운전으로... ,"Wed, 04 Nov 2020 17:27:00 +0900"
95,교통안전공단 무면허 렌터카 교통사고 매년 증가세,http://www.thefirstmedia.net/news/articleView.html?idxno=65548,http://www.thefirstmedia.net/news/articleView.html?idxno=65548,한국교통안전공단(이사장 권병윤)은 최근 5년간 렌터카 교통사고 통계를 분석한 결과 렌터카 교통사고는 무면허와 음주운전 비율이 높아 취약한 것으로 분석되었다고 밝혔다. 교통안전공단 분석결과에 따르면... ,"Wed, 04 Nov 2020 15:04:00 +0900"
96,"렌터카, 무면허‧음주운전 교통사고 비율보다 높다",http://www.newsian.co.kr/news/articleView.html?idxno=44396,http://www.newsian.co.kr/news/articleView.html?idxno=44396,"(자료=한국교통안전공단) ［뉴시안= 손진석 기자］한국교통안전공단은 4일, 최근 5년간(2015~2019년) 렌터카 교통사고 통계를 분석한 결과 렌터카 교통사고는 무면허와 음주운전 비율이 높아 취약한 것으로 분석되었다... ","Wed, 04 Nov 2020 09:39:00 +0900"
97,"렌터카 교통사고, 무면허·음주운전 비율 높아...",http://www.idsn.co.kr/news/articleView.html?idxno=36040,http://www.idsn.co.kr/news/articleView.html?idxno=36040,"렌터카 교통사고 중 무면허 운전, 음주운전 비율이 높은 것으로 분석됐다.(사진=YTN News 캡처)  렌터카 교통사고 분석결과 무면허와 음주운전 비율이 높은 것으로 드러났다. 한국교통안전공단은 4일 최근 5년간 렌터카... ","Wed, 04 Nov 2020 10:01:00 +0900"
98,렌터카 무면허 교통사고 매년 증가…“만 20세 이하 37%”,http://news.kbs.co.kr/news/view.do?ncd=5040655&amp;ref=A,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=056&aid=0010928261,"무면허 운전으로 인한 렌터카 교통사고가 해마다 늘고 있으며, 전체 렌터카 무면허 교통사고 10건 중 3∼4건은 만 20세 이하의 무면허 운전으로 인한 것으로 나타났습니다. 한국교통안전공단 자료를 보면... ","Wed, 04 Nov 2020 09:32:00 +0900"
99,렌터카 무면허 교통사고 해마다 늘어…사망자 15% 음주,http://www.newsis.com/view/?id=NISX20201104_0001221661&cID=10401&pID=10400,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010165860,"연도별 렌터카 무면허 교통사고는 2015년 274건, 2016년 237건, 2017년 353건, 2018년 366건에 이어 지난해 375건을 기록했다. 연평균 321건이 발생했으며, 매년 8.2% 씩 증가했다. 특히 이 중 만 20세 이하 무면허 운전으로... ","Wed, 04 Nov 2020 10:15:00 +0900"
